State,Government Function,Full-Time Employment,Full-Time Payroll (whole dollars),Part-Time Employment,Part-Time Payroll (whole dollars),Full-Time Equivalent Employment,Total Full-Time and Part-Time Employment,Total Payroll (whole dollars)
ME,Solid Waste Management,0,0,0,0,0,0,0
ME,Sewerage,0,0,0,0,0,0,0
ME,Parks and Recreation,99,"522,237",239,"285,467",338,338,"807,704"
ME,Housing and Community Development,0,0,0,0,0,0,0
ME,Natural Resources,"1,026","6,156,820",315,"471,666","1,157","1,341","6,628,486"
ME,Water Supply,0,0,0,0,0,0,0
ME,Electric Power,0,0,0,0,0,0,0
ME,Gas Supply,0,0,0,0,0,0,0
ME,Transit,0,0,0,0,0,0,0
ME,Education Total,"5,589","32,251,751","5,965","6,444,457","7,155","11,554","38,696,208"
ME,Education - Elementary and Secondary Total,42,"147,896",133,"64,361",90,175,"212,257"
ME,Education - Elementary and Secondary Instructional,39,"138,171",32,"42,913",51,71,"181,084"
ME,Education - Elementary and Secondary Other,3,"9,725",101,"21,448",39,104,"31,173"
ME,Education - Higher Education Total,"5,265","30,450,529","5,764","6,290,052","6,763","11,029","36,740,581"
ME,Education - Higher Education Instructional,"1,683","12,146,684","2,316","4,086,834","2,337","3,999","16,233,518"
ME,Education - Higher Education Other,"3,582","18,303,845","3,448","2,203,218","4,426","7,030","20,507,063"
ME,Education - Other,282,"1,653,326",68,"90,044",302,350,"1,743,370"
ME,Libraries,38,"189,139",5,"8,669",38,43,"197,808"
ME,State liquor stores,0,0,0,0,0,0,0
ME,All other and unallocable,"1,338","7,681,945",292,"380,183","1,536","1,630","8,062,128"
MD,Total - All Government Employment Functions,"78,922","549,355,189","28,596","53,977,155","97,008","107,518","603,332,344"
MD,Financial Administration,"2,878","18,341,560",193,"713,313","3,014","3,071","19,054,873"
MD,Other Government Administration,"1,476","9,829,122",220,"618,501","1,555","1,696","10,447,623"
MD,Judicial and Legal,"4,924","34,012,135",591,"2,534,002","5,400","5,515","36,546,137"
MD,Police Protection Total,"2,252","19,077,734",51,"217,908","2,252","2,303","19,295,642"
MD,Police Protection - Persons with Power of Arrest,"1,464","13,506,952",0,0,"1,464","1,464","13,506,952"
MD,Police Protection - Other,788,"5,570,782",51,"217,908",788,839,"5,788,690"
MD,Fire Protection Total,0,0,0,0,0,0,0
MD,Fire Protection - Firefighters,0,0,0,0,0,0,0
MD,Fire Protection - Other,0,0,0,0,0,0,0
MD,Corrections,"9,557","70,489,253",259,"920,151","9,776","9,816","71,409,404"
MD,Highways,"4,171","27,811,154",0,0,"4,171","4,171","27,811,154"
MD,Air Transportation,432,"3,154,843",0,0,432,432,"3,154,843"
MD,Sea and Inland Port Facilities,249,"2,038,514",0,0,249,249,"2,038,514"
MD,Public Welfare,"5,398","30,970,783",303,"1,197,089","5,652","5,701","32,167,872"
MD,Health,"6,082","37,730,968","2,108","7,844,280","7,572","8,190","45,575,248"
MD,Hospitals,"2,985","22,372,937",479,"1,581,629","3,205","3,464","23,954,566"
MD,Social Insurance Administration,745,"4,450,779",105,"398,693",835,850,"4,849,472"
MD,Solid Waste Management,0,0,0,0,0,0,0
MD,Sewerage,0,0,0,0,0,0,0
MD,Parks and Recreation,438,"2,460,083",120,"322,245",504,558,"2,782,328"
MD,Housing and Community Development,169,"1,365,776",72,"423,628",169,241,"1,789,404"
MD,Natural Resources,"1,375","9,159,780",225,"598,502","1,537","1,600","9,758,282"
MD,Water Supply,0,0,0,0,0,0,0
MD,Electric Power,0,0,0,0,0,0,0
MD,Gas Supply,0,0,0,0,0,0,0
MD,Transit,660,"5,096,285",0,0,660,660,"5,096,285"
MD,Education Total,"29,448","213,209,455","23,144","33,777,062","43,850","52,592","246,986,517"
MD,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
MD,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
MD,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
MD,Education - Higher Education Total,"27,820","202,486,776","22,838","32,327,615","42,004","50,658","234,814,391"
MD,Education - Higher Education Instructional,"7,660","64,900,808","10,153","18,708,654","15,774","17,813","83,609,462"
MD,Education - Higher Education Other,"20,160","137,585,968","12,685","13,618,961","26,230","32,845","151,204,929"
MD,Education - Other,"1,628","10,722,679",306,"1,449,447","1,846","1,934","12,172,126"
MD,Libraries,0,0,0,0,0,0,0
MD,State liquor stores,0,0,0,0,0,0,0
MD,All other and unallocable,"5,683","37,784,028",726,"2,830,152","6,175","6,409","40,614,180"
MA,Total - All Government Employment Functions,"96,330","712,131,109","30,407","55,826,391","105,348","126,737","767,957,500"
MA,Financial Administration,"3,565","25,571,435",102,"399,291","3,595","3,667","25,970,726"
MA,Other Government Administration,"1,849","12,769,990",59,"176,744","1,869","1,908","12,946,734"
MA,Judicial and Legal,"9,255","71,645,050",150,"680,605","9,308","9,405","72,325,655"
MA,Police Protection Total,"3,558","37,024,646",48,"209,894","3,578","3,606","37,234,540"
MA,Police Protection - Persons with Power of Arrest,"2,247","28,297,661",0,0,"2,247","2,247","28,297,661"
MA,Police Protection - Other,"1,311","8,726,985",48,"209,894","1,331","1,359","8,936,879"
MA,Fire Protection Total,0,0,0,0,0,0,0
MA,Fire Protection - Firefighters,0,0,0,0,0,0,0
MA,Fire Protection - Other,0,0,0,0,0,0,0
MA,Corrections,"10,743","72,617,958",120,"545,972","10,779","10,863","73,163,930"
MA,Highways,"2,944","23,090,986",15,"86,761","2,952","2,959","23,177,747"
MA,Air Transportation,"1,013","9,071,339",0,0,"1,013","1,013","9,071,339"
MA,Sea and Inland Port Facilities,161,"1,426,162",0,0,161,161,"1,426,162"
MA,Public Welfare,"8,155","54,814,397",250,"996,854","8,238","8,405","55,811,251"
MA,Health,"8,964","56,268,571",738,"2,536,912","9,269","9,702","58,805,483"
MA,Hospitals,"3,670","24,601,362",267,"1,271,720","3,785","3,937","25,873,082"
MA,Social Insurance Administration,"1,101","7,698,189",14,"101,221","1,108","1,115","7,799,410"
MA,Solid Waste Management,0,0,0,0,0,0,0
MA,Sewerage,725,"7,154,725",31,"261,884",741,756,"7,416,609"
MA,Parks and Recreation,816,"4,857,377",173,"161,041",888,989,"5,018,418"
MA,Housing and Community Development,0,0,0,0,0,0,0
MA,Natural Resources,"1,188","9,189,302",68,"290,533","1,209","1,256","9,479,835"
MA,Water Supply,455,"3,975,050",12,"30,021",458,467,"4,005,071"
MA,Electric Power,0,0,0,0,0,0,0
MA,Gas Supply,0,0,0,0,0,0,0
MA,Transit,"6,005","47,353,567",173,"696,893","6,005","6,178","48,050,460"
MA,Education Total,"27,400","203,891,306","28,045","46,700,812","35,572","55,445","250,592,118"
MA,Education - Elementary and Secondary Total,"2,424","14,199,665",92,"113,518","2,442","2,516","14,313,183"
MA,Education - Elementary and Secondary Instructional,"1,792","10,333,717",92,"113,518","1,810","1,884","10,447,235"
MA,Education - Elementary and Secondary Other,632,"3,865,948",0,0,632,632,"3,865,948"
MA,Education - Higher Education Total,"23,882","180,832,609","27,916","46,329,455","32,023","51,798","227,162,064"
MA,Education - Higher Education Instructional,"6,851","62,921,553","11,609","29,566,892","11,176","18,460","92,488,445"
MA,Education - Higher Education Other,"17,031","117,911,056","16,307","16,762,563","20,847","33,338","134,673,619"
MA,Education - Other,"1,094","8,859,032",37,"257,839","1,107","1,131","9,116,871"
MA,Libraries,0,0,0,0,0,0,0
MA,State liquor stores,0,0,0,0,0,0,0
MA,All other and unallocable,"4,763","39,109,697",142,"679,233","4,820","4,905","39,788,930"
MI,Total - All Government Employment Functions,"118,260","855,345,151","68,810","170,685,421","147,283","187,070","1,026,030,572"
MI,Financial Administration,"3,965","29,229,403",234,"1,799,061","4,145","4,199","31,028,464"
MI,Other Government Administration,"1,572","9,477,111",21,"129,400","1,586","1,593","9,606,511"
MI,Judicial and Legal,"1,498","13,832,506",48,"281,782","1,530","1,546","14,114,288"
MI,Police Protection Total,"2,901","18,552,260",47,"63,020","2,926","2,948","18,615,280"
MI,Police Protection - Persons with Power of Arrest,"2,059","14,610,796",0,0,"2,059","2,059","14,610,796"
MI,Police Protection - Other,842,"3,941,464",47,"63,020",867,889,"4,004,484"
MI,Fire Protection Total,0,0,0,0,0,0,0
MI,Fire Protection - Firefighters,0,0,0,0,0,0,0
MI,Fire Protection - Other,0,0,0,0,0,0,0
MI,Corrections,"10,223","66,190,762",87,"728,641","10,292","10,310","66,919,403"
MI,Highways,"2,509","17,841,457",278,"1,236,311","2,726","2,787","19,077,768"
MI,Air Transportation,0,0,0,0,0,0,0
MI,Sea and Inland Port Facilities,0,0,0,0,0,0,0
MI,Public Welfare,"10,139","60,803,950",557,"3,042,667","10,631","10,696","63,846,617"
MI,Health,"7,016","45,015,080","1,268","7,490,191","7,871","8,284","52,505,271"
MI,Hospitals,"14,164","96,879,798","7,082","42,471,600","19,268","21,246","139,351,398"
MI,Social Insurance Administration,489,"3,342,748",17,"102,469",504,506,"3,445,217"
MI,Solid Waste Management,0,0,0,0,0,0,0
MI,Sewerage,0,0,0,0,0,0,0
MI,Parks and Recreation,180,"1,144,864",86,"351,718",235,266,"1,496,582"
MI,Housing and Community Development,238,"1,758,727",106,"507,617",311,344,"2,266,344"
MI,Natural Resources,"3,328","20,682,695",520,"1,286,110","3,636","3,848","21,968,805"
MI,Water Supply,0,0,0,0,0,0,0
MI,Electric Power,0,0,0,0,0,0,0
MI,Gas Supply,0,0,0,0,0,0,0
MI,Transit,0,0,0,0,0,0,0
MI,Education Total,"54,418","433,990,901","57,811","108,154,707","75,546","112,229","542,145,608"
MI,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
MI,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
MI,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
MI,Education - Higher Education Total,"53,884","429,444,626","57,724","107,726,085","74,935","111,608","537,170,711"
MI,Education - Higher Education Instructional,"17,042","203,075,837","14,158","56,749,474","25,648","31,200","259,825,311"
MI,Education - Higher Education Other,"36,842","226,368,789","43,566","50,976,611","49,287","80,408","277,345,400"
MI,Education - Other,534,"4,546,275",87,"428,622",611,621,"4,974,897"
MI,Libraries,0,0,0,0,0,0,0
MI,State liquor stores,0,0,0,0,0,0,0
MI,All other and unallocable,"5,620","36,602,889",648,"3,040,127","6,076","6,268","39,643,016"
MN,Total - All Government Employment Functions,"70,321","494,368,403","33,099","70,700,285","83,476","103,420","565,068,688"
MN,Financial Administration,"5,119","41,696,865",85,"391,899","5,187","5,204","42,088,764"
MN,Other Government Administration,"1,042","7,111,067",101,"276,998","1,121","1,143","7,388,065"
MN,Judicial and Legal,"4,303","28,157,092",377,"1,722,843","4,563","4,680","29,879,935"
MN,Police Protection Total,"1,054","7,560,154",19,"54,145","1,065","1,073","7,614,299"
MN,Police Protection - Persons with Power of Arrest,616,"5,353,350",0,0,616,616,"5,353,350"
MN,Police Protection - Other,438,"2,206,804",19,"54,145",449,457,"2,260,949"
MN,Fire Protection Total,0,0,0,0,0,0,0
MN,Fire Protection - Firefighters,0,0,0,0,0,0,0
MN,Fire Protection - Other,0,0,0,0,0,0,0
MN,Corrections,"4,039","25,594,909",140,"765,003","4,170","4,179","26,359,912"
MN,Highways,"4,914","32,852,128",141,"324,559","4,979","5,055","33,176,687"
MN,Air Transportation,0,0,0,0,0,0,0
MN,Sea and Inland Port Facilities,0,0,0,0,0,0,0
MN,Public Welfare,"2,072","13,999,989",933,"3,846,514","3,005","3,005","17,846,503"
MN,Health,"2,892","19,983,051",221,"787,728","2,927","3,113","20,770,779"
MN,Hospitals,"4,152","29,085,670","1,035","4,963,587","5,187","5,187","34,049,257"
MN,Social Insurance Administration,993,"6,246,399",42,"140,609","1,018","1,035","6,387,008"
MN,Solid Waste Management,0,0,0,0,0,0,0
MN,Sewerage,630,"5,163,127",4,"9,495",632,634,"5,172,622"
MN,Parks and Recreation,535,"3,322,166",110,"223,409",580,645,"3,545,575"
MN,Housing and Community Development,0,0,0,0,0,0,0
MN,Natural Resources,"2,978","19,083,504",410,"960,342","3,224","3,388","20,043,846"
MN,Water Supply,0,0,0,0,0,0,0
MN,Electric Power,0,0,0,0,0,0,0
MN,Gas Supply,0,0,0,0,0,0,0
MN,Transit,"2,608","19,035,568",235,"693,412","2,753","2,843","19,728,980"
MN,Education Total,"29,403","210,981,408","29,094","55,137,236","39,175","58,497","266,118,644"
MN,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
MN,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
MN,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
MN,Education - Higher Education Total,"27,787","198,771,938","28,901","54,443,685","37,465","56,688","253,215,623"
MN,Education - Higher Education Instructional,"11,706","97,162,787","12,247","36,180,105","15,787","23,953","133,342,892"
MN,Education - Higher Education Other,"16,081","101,609,151","16,654","18,263,580","21,678","32,735","119,872,731"
MN,Education - Other,"1,616","12,209,470",193,"693,551","1,710","1,809","12,903,021"
MN,Libraries,0,0,0,0,0,0,0
MN,State liquor stores,0,0,0,0,0,0,0
MN,All other and unallocable,"3,587","24,495,306",152,"402,506","3,672","3,739","24,897,812"
MS,Total - All Government Employment Functions,"47,094","240,430,315","12,003","15,640,696","51,524","59,097","256,071,011"
MS,Financial Administration,"1,474","6,752,914",10,"29,811","1,480","1,484","6,782,725"
MS,Other Government Administration,386,"2,004,275",140,"296,701",503,526,"2,300,976"
MS,Judicial and Legal,457,"2,885,777",0,0,457,457,"2,885,777"
MS,Police Protection Total,"1,122","5,616,029",0,0,"1,122","1,122","5,616,029"
MS,Police Protection - Persons with Power of Arrest,500,"2,426,990",0,0,500,500,"2,426,990"
MS,Police Protection - Other,622,"3,189,039",0,0,622,622,"3,189,039"
MS,Fire Protection Total,0,0,0,0,0,0,0
MS,Fire Protection - Firefighters,0,0,0,0,0,0,0
MS,Fire Protection - Other,0,0,0,0,0,0,0
MS,Corrections,"2,132","7,696,843",7,"21,892","2,138","2,139","7,718,735"
MS,Highways,"2,593","10,386,646",4,"23,177","2,596","2,597","10,409,823"
MS,Air Transportation,0,0,0,0,0,0,0
MS,Sea and Inland Port Facilities,68,"394,456",0,0,68,68,"394,456"
MS,Public Welfare,"3,981","14,990,504",36,"112,544","3,985","4,017","15,103,048"
MS,Health,"2,536","11,609,013",71,"108,552","2,558","2,607","11,717,565"
MS,Hospitals,"11,049","51,780,235",880,"977,097","11,377","11,929","52,757,332"
MS,Social Insurance Administration,555,"2,270,034",105,"299,223",654,660,"2,569,257"
MS,Solid Waste Management,0,0,0,0,0,0,0
MS,Sewerage,0,0,0,0,0,0,0
MS,Parks and Recreation,343,"1,282,706",31,"26,226",358,374,"1,308,932"
MS,Housing and Community Development,0,0,0,0,0,0,0
MS,Natural Resources,"2,553","10,396,066",744,"669,157","2,821","3,297","11,065,223"
MS,Water Supply,79,"262,450",0,0,79,79,"262,450"
MS,Electric Power,0,0,0,0,0,0,0
MS,Gas Supply,0,0,0,0,0,0,0
MS,Transit,0,0,0,0,0,0,0
MS,Education Total,"15,629","102,699,850","9,962","13,061,497","19,186","25,591","115,761,347"
MS,Education - Elementary and Secondary Total,565,"1,779,220",116,"61,394",565,681,"1,840,614"
MS,Education - Elementary and Secondary Instructional,374,"1,311,870",59,"23,332",374,433,"1,335,202"
MS,Education - Elementary and Secondary Other,191,"467,350",57,"38,062",191,248,"505,412"
MS,Education - Higher Education Total,"13,934","96,280,526","9,827","12,945,180","17,483","23,761","109,225,706"
MS,Education - Higher Education Instructional,"4,386","43,566,608","1,544","3,398,583","4,926","5,930","46,965,191"
MS,Education - Higher Education Other,"9,548","52,713,918","8,283","9,546,597","12,557","17,831","62,260,515"
MS,Education - Other,"1,130","4,640,104",19,"54,923","1,138","1,149","4,695,027"
MS,Libraries,43,"173,977",0,0,43,43,"173,977"
MS,State liquor stores,89,"255,981",0,0,89,89,"255,981"
MS,All other and unallocable,"2,005","8,972,559",13,"14,819","2,010","2,018","8,987,378"
MO,Total - All Government Employment Functions,"71,512","372,679,165","24,727","34,749,357","79,972","96,239","407,428,522"
MO,Financial Administration,"2,647","13,427,570",186,"432,998","2,755","2,833","13,860,568"
MO,Other Government Administration,665,"3,404,289",213,"643,625",812,878,"4,047,914"
MO,Judicial and Legal,"3,964","21,151,232",264,"609,548","4,119","4,228","21,760,780"
MO,Police Protection Total,"2,198","14,416,378",119,"214,839","2,256","2,317","14,631,217"
MO,Police Protection - Persons with Power of Arrest,"1,144","8,922,416",0,0,"1,144","1,144","8,922,416"
MO,Police Protection - Other,"1,054","5,493,962",119,"214,839","1,112","1,173","5,708,801"
MO,Fire Protection Total,0,0,0,0,0,0,0
MO,Fire Protection - Firefighters,0,0,0,0,0,0,0
MO,Fire Protection - Other,0,0,0,0,0,0,0
MO,Corrections,"8,981","35,578,438",415,"617,128","9,139","9,396","36,195,566"
MO,Highways,"4,614","22,143,820",0,0,"4,614","4,614","22,143,820"
MO,Air Transportation,0,0,0,0,0,0,0
MO,Sea and Inland Port Facilities,0,0,0,0,0,0,0
MO,Public Welfare,"5,900","22,833,334",315,"929,294","6,016","6,215","23,762,628"
MO,Health,"2,913","14,278,116",278,"610,014","3,028","3,191","14,888,130"
MO,Hospitals,"9,893","46,706,136","1,828","4,010,917","10,717","11,721","50,717,053"
MO,Social Insurance Administration,332,"1,290,298",17,"28,737",335,349,"1,319,035"
MO,Solid Waste Management,0,0,0,0,0,0,0
MO,Sewerage,0,0,0,0,0,0,0
MO,Parks and Recreation,514,"2,159,602",193,"184,440",542,707,"2,344,042"
MO,Housing and Community Development,0,0,0,0,0,0,0
MO,Natural Resources,"1,984","9,574,174",482,"937,743","2,257","2,466","10,511,917"
MO,Water Supply,0,0,0,0,0,0,0
MO,Electric Power,0,0,0,0,0,0,0
MO,Gas Supply,0,0,0,0,0,0,0
MO,Transit,0,0,0,0,0,0,0
MO,Education Total,"23,423","148,425,503","20,142","25,071,409","29,788","43,565","173,496,912"
MO,Education - Elementary and Secondary Total,400,"2,010,418",32,"30,740",400,432,"2,041,158"
MO,Education - Elementary and Secondary Instructional,255,"1,465,166",2,"4,558",255,257,"1,469,724"
MO,Education - Elementary and Secondary Other,145,"545,252",30,"26,182",145,175,"571,434"
MO,Education - Higher Education Total,"21,656","140,218,533","19,384","23,131,465","27,574","41,040","163,349,998"
MO,Education - Higher Education Instructional,"8,039","68,714,351","6,694","12,062,615","10,626","14,733","80,776,966"
MO,Education - Higher Education Other,"13,617","71,504,182","12,690","11,068,850","16,948","26,307","82,573,032"
MO,Education - Other,"1,367","6,196,552",726,"1,909,204","1,814","2,093","8,105,756"
MO,Libraries,0,0,0,0,0,0,0
MO,State liquor stores,0,0,0,0,0,0,0
MO,All other and unallocable,"3,484","17,290,275",275,"458,665","3,594","3,759","17,748,940"
MT,Total - All Government Employment Functions,"18,103","103,916,332","8,849","14,277,334","21,185","26,952","118,193,666"
MT,Financial Administration,"1,210","6,544,450",92,"228,181","1,271","1,302","6,772,631"
MT,Other Government Administration,338,"2,101,177",303,"1,614,821",449,641,"3,715,998"
MT,Judicial and Legal,871,"5,241,824",86,"238,827",921,957,"5,480,651"
MT,Police Protection Total,494,"2,869,777",8,"17,759",498,502,"2,887,536"
MT,Police Protection - Persons with Power of Arrest,240,"1,403,993",0,0,240,240,"1,403,993"
MT,Police Protection - Other,254,"1,465,784",8,"17,759",258,262,"1,483,543"
MT,Fire Protection Total,0,0,0,0,0,0,0
MT,Fire Protection - Firefighters,0,0,0,0,0,0,0
MT,Fire Protection - Other,0,0,0,0,0,0,0
MT,Corrections,932,"4,888,664",229,"1,094,260","1,077","1,161","5,982,924"
MT,Highways,"1,892","11,082,297",142,"357,962","1,965","2,034","11,440,259"
MT,Air Transportation,9,"59,630",0,0,9,9,"59,630"
MT,Sea and Inland Port Facilities,0,0,0,0,0,0,0
MT,Public Welfare,"1,350","6,858,792",76,"218,126","1,399","1,426","7,076,918"
MT,Health,668,"3,726,504",60,"215,090",698,728,"3,941,594"
MT,Hospitals,452,"2,169,592",275,"625,699",592,727,"2,795,291"
MT,Social Insurance Administration,593,"3,741,940",36,"114,313",616,629,"3,856,253"
MT,Solid Waste Management,0,0,0,0,0,0,0
MT,Sewerage,0,0,0,0,0,0,0
MT,Parks and Recreation,179,"877,736",28,"47,012",192,207,"924,748"
MT,Housing and Community Development,105,"514,858",15,"35,601",105,120,"550,459"
MT,Natural Resources,"1,331","7,256,507",180,"336,030","1,422","1,511","7,592,537"
MT,Water Supply,0,0,0,0,0,0,0
MT,Electric Power,0,0,0,0,0,0,0
MT,Gas Supply,0,0,0,0,0,0,0
MT,Transit,0,0,0,0,0,0,0
MT,Education Total,"6,795","40,729,582","7,259","8,977,648","9,053","14,054","49,707,230"
MT,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
MT,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
MT,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
MT,Education - Higher Education Total,"6,390","38,466,309","7,167","8,799,032","8,601","13,557","47,265,341"
MT,Education - Higher Education Instructional,"1,808","14,192,392","1,901","4,496,407","2,485","3,709","18,688,799"
MT,Education - Higher Education Other,"4,582","24,273,917","5,266","4,302,625","6,116","9,848","28,576,542"
MT,Education - Other,405,"2,263,273",92,"178,616",452,497,"2,441,889"
MT,Libraries,48,"315,428",3,"10,495",48,51,"325,923"
MT,State liquor stores,31,"156,512",2,"4,901",32,33,"161,413"
MT,All other and unallocable,805,"4,781,062",55,"140,609",838,860,"4,921,671"
NE,Total - All Government Employment Functions,"30,869","173,797,668","12,412","14,839,101","36,799","43,281","188,636,769"
NE,Financial Administration,694,"3,384,771",14,"19,908",699,708,"3,404,679"
NE,Other Government Administration,295,"1,501,860",89,"98,315",332,384,"1,600,175"
NE,Judicial and Legal,791,"5,458,718",41,"68,564",806,832,"5,527,282"
NE,Police Protection Total,738,"4,411,191",0,0,738,738,"4,411,191"
NE,Police Protection - Persons with Power of Arrest,415,"2,868,932",0,0,415,415,"2,868,932"
NE,Police Protection - Other,323,"1,542,259",0,0,323,323,"1,542,259"
NE,Fire Protection Total,0,0,0,0,0,0,0
NE,Fire Protection - Firefighters,0,0,0,0,0,0,0
NE,Fire Protection - Other,0,0,0,0,0,0,0
NE,Corrections,"3,196","15,576,627",42,"124,265","3,216","3,238","15,700,892"
NE,Highways,"1,961","9,377,079",18,"28,695","1,973","1,979","9,405,774"
NE,Air Transportation,13,"75,326",0,0,13,13,"75,326"
NE,Sea and Inland Port Facilities,0,0,0,0,0,0,0
NE,Public Welfare,"2,177","8,716,694",321,"749,271","2,352","2,498","9,465,965"
NE,Health,628,"3,444,586",40,"83,023",652,668,"3,527,609"
NE,Hospitals,"1,494","8,341,257",38,"193,120","1,528","1,532","8,534,377"
NE,Social Insurance Administration,218,"1,061,998",5,"10,853",221,223,"1,072,851"
NE,Solid Waste Management,0,0,0,0,0,0,0
NE,Sewerage,0,0,0,0,0,0,0
NE,Parks and Recreation,256,"1,099,091",159,"189,456",335,415,"1,288,547"
NE,Housing and Community Development,0,0,0,0,0,0,0
NE,Natural Resources,811,"3,835,782",29,"48,536",835,840,"3,884,318"
NE,Water Supply,0,0,0,0,0,0,0
NE,Electric Power,0,0,0,0,0,0,0
NE,Gas Supply,0,0,0,0,0,0,0
NE,Transit,0,0,0,0,0,0,0
NE,Education Total,"14,148","91,573,888","11,357","12,571,393","19,573","25,505","104,145,281"
NE,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
NE,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
NE,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
NE,Education - Higher Education Total,"13,553","88,400,386","11,327","12,500,924","18,962","24,880","100,901,310"
NE,Education - Higher Education Instructional,"4,671","36,660,749","4,319","8,279,922","6,817","8,990","44,940,671"
NE,Education - Higher Education Other,"8,882","51,739,637","7,008","4,221,002","12,145","15,890","55,960,639"
NE,Education - Other,595,"3,173,502",30,"70,469",611,625,"3,243,971"
NE,Libraries,0,0,0,0,0,0,0
NE,State liquor stores,0,0,0,0,0,0,0
NE,All other and unallocable,"3,449","15,938,800",259,"653,702","3,526","3,708","16,592,502"
NV,Total - All Government Employment Functions,"25,634","158,108,744","9,842","14,399,902","28,778","35,476","172,508,646"
NV,Financial Administration,"1,889","8,512,884",2,"5,712","1,890","1,891","8,518,596"
NV,Other Government Administration,971,"6,474,214",41,"161,282",987,"1,012","6,635,496"
NV,Judicial and Legal,742,"5,262,268",7,"18,152",744,749,"5,280,420"
NV,Police Protection Total,711,"5,375,317",0,0,711,711,"5,375,317"
NV,Police Protection - Persons with Power of Arrest,373,"3,590,172",0,0,373,373,"3,590,172"
NV,Police Protection - Other,338,"1,785,145",0,0,338,338,"1,785,145"
NV,Fire Protection Total,0,0,0,0,0,0,0
NV,Fire Protection - Firefighters,0,0,0,0,0,0,0
NV,Fire Protection - Other,0,0,0,0,0,0,0
NV,Corrections,"2,637","15,942,158",11,"33,800","2,640","2,648","15,975,958"
NV,Highways,"1,543","8,361,176",1,402,"1,543","1,544","8,361,578"
NV,Air Transportation,0,0,0,0,0,0,0
NV,Sea and Inland Port Facilities,0,0,0,0,0,0,0
NV,Public Welfare,"3,011","14,450,896",18,"51,286","3,018","3,029","14,502,182"
NV,Health,"1,717","8,717,224",32,"96,516","1,729","1,749","8,813,740"
NV,Hospitals,778,"4,361,850",10,"50,018",781,788,"4,411,868"
NV,Social Insurance Administration,631,"2,689,908",1,450,631,632,"2,690,358"
NV,Solid Waste Management,0,0,0,0,0,0,0
NV,Sewerage,0,0,0,0,0,0,0
NV,Parks and Recreation,238,"1,008,212",11,"21,926",241,249,"1,030,138"
NV,Housing and Community Development,25,"136,538",0,0,25,25,"136,538"
NV,Natural Resources,727,"3,771,032",88,"187,444",764,815,"3,958,476"
NV,Water Supply,6,"36,806",0,0,6,6,"36,806"
NV,Electric Power,16,"111,923",1,"8,190",16,17,"120,113"
NV,Gas Supply,0,0,0,0,0,0,0
NV,Transit,0,0,0,0,0,0,0
NV,Education Total,"8,005","61,898,600","9,523","13,636,938","11,036","17,528","75,535,538"
NV,Education - Elementary and Secondary Total,0,0,0,0,0,0,0
NV,Education - Elementary and Secondary Instructional,0,0,0,0,0,0,0
NV,Education - Elementary and Secondary Other,0,0,0,0,0,0,0
NV,Education - Higher Education Total,"7,696","60,298,864","9,523","13,636,938","10,727","17,219","73,935,802"
NV,Education - Higher Education Instructional,"2,263","25,269,278","4,376","7,594,812","3,860","6,639","32,864,090"
NV,Education - Higher Education Other,"5,433","35,029,586","5,147","6,042,126","6,867","10,580","41,071,712"
NV,Education - Other,309,"1,599,736",0,0,309,309,"1,599,736"
NV,Libraries,24,"104,614",1,"1,640",24,25,"106,254"
NV,State liquor stores,0,0,0,0,0,0,0
NV,All other and unallocable,"1,963","10,893,124",95,"126,146","1,992","2,058","11,019,270"
NH,Total - All Government Employment Functions,"14,928","95,240,857","8,957","12,998,480","18,117","23,885","108,239,337"
NH,Financial Administration,851,"4,965,772",81,"115,714",889,932,"5,081,486"
NH,Other Government Administration,260,"1,558,095",461,"290,025",296,721,"1,848,120"
NH,Judicial and Legal,783,"4,861,818",161,"445,411",853,944,"5,307,229"
NH,Police Protection Total,466,"3,757,060",54,"115,233",493,520,"3,872,293"
NH,Police Protection - Persons with Power of Arrest,320,"2,952,495",0,0,320,320,"2,952,495"
NH,Police Protection - Other,146,"804,565",54,"115,233",173,200,"919,798"
NH,Fire Protection Total,0,0,0,0,0,0,0
NH,Fire Protection - Firefighters,0,0,0,0,0,0,0
NH,Fire Protection - Other,0,0,0,0,0,0,0
NH,Corrections,868,"7,114,119",61,"165,426",916,929,"7,279,545"
NH,Highways,"1,323","7,151,161",61,"104,474","1,356","1,384","7,255,635"
NH,Air Transportation,29,"172,486",26,"50,916",47,55,"223,402"
